Student Name,Student ID,Attendance Percentage,Previous Exam Score,Previous Semester Score,Assignment Score,Internal Assessment Score,Study Hours per Day,Class Participation Percentage,Sleep Hours per Day,Final Exam Score
Student_1066,2066,73.8,67.4,63.7,79.5,94.8,4.4,72.2,8.5,73.5
Student_1067,2067,72.1,77.3,70.4,77.2,100.0,5.4,56.0,6.5,77.0
Student_1068,2068,96.6,78.6,72.5,84.3,83.3,3.2,82.6,4.0,78.3
Student_1069,2069,80.3,60.7,94.3,82.2,68.1,1.3,72.7,7.9,74.7
Student_1070,2070,88.5,87.6,50.0,76.5,72.5,4.9,84.3,6.8,75.2
Student_1071,2071,84.5,81.9,89.5,75.6,80.8,2.6,52.8,5.5,79.2
Student_1072,2072,89.8,66.5,63.8,68.8,82.6,1.9,75.5,6.2,69.9
Student_1073,2073,85.8,56.5,58.5,89.9,85.0,2.0,81.6,9.2,69.8
Student_1074,2074,72.2,73.3,89.2,84.6,82.6,4.9,63.6,5.3,78.9
Student_1075,2075,95.0,69.6,83.8,89.2,78.1,4.2,51.1,7.7,79.9
Student_1076,2076,80.1,76.4,90.1,76.9,71.6,5.2,69.4,7.3,80.8
Student_1077,2077,69.4,70.6,84.6,73.4,82.0,5.0,88.4,6.5,77.4
Student_1078,2078,80.7,50.9,99.7,69.2,96.5,3.4,86.9,8.0,78.1
Student_1079,2079,100.0,70.3,81.7,83.6,88.2,3.9,63.6,9.4,82.0
Student_1080,2080,93.5,71.3,73.1,69.6,83.3,3.2,50.8,6.6,74.5
Student_1081,2081,81.5,82.6,79.1,98.5,88.3,3.7,63.5,6.6,81.5
Student_1082,2082,81.5,66.6,89.9,66.9,74.3,2.5,63.0,7.9,75.1
Student_1083,2083,81.8,95.1,65.6,82.7,72.9,4.6,76.7,8.4,80.6
Student_1084,2084,100.0,52.1,67.2,95.7,70.5,5.6,68.4,6.8,73.9
Student_1085,2085,88.8,90.7,71.3,86.0,76.7,2.8,58.7,6.5,79.1
Student_1086,2086,89.3,72.3,49.7,81.8,73.8,5.9,86.6,4.0,71.7
Student_1087,2087,95.3,85.3,76.7,70.3,90.1,4.2,72.1,5.8,81.5
Student_1088,2088,87.4,76.0,52.4,66.2,73.2,4.4,76.5,5.3,70.1
Student_1089,2089,82.4,88.7,75.6,87.7,70.0,1.5,44.1,8.0,76.9
Student_1090,2090,83.0,70.4,85.4,95.1,97.4,1.3,33.6,6.6,77.0
Student_1091,2091,84.3,61.8,69.3,75.6,73.5,4.2,48.4,6.6,70.2
Student_1092,2092,84.6,92.0,95.1,68.6,79.5,5.2,62.8,7.0,86.1
Student_1093,2093,92.3,73.6,57.5,55.4,82.5,3.0,78.6,5.7,70.2
Student_1094,2094,85.5,77.7,89.3,70.2,66.6,6.5,34.9,9.3,81.2
Student_1095,2095,92.3,89.8,83.1,78.9,90.4,5.1,93.9,8.9,88.2
Student_1096,2096,84.2,62.6,54.4,96.0,84.4,2.6,72.6,9.4,70.9
Student_1097,2097,85.8,82.1,100.0,86.7,93.6,4.0,90.4,8.0,89.0
Student_1098,2098,65.0,67.9,74.2,83.1,71.2,7.7,56.7,7.0,74.8
Student_1099,2099,94.2,73.4,64.5,76.0,79.0,2.1,77.6,9.4,74.7
Student_1100,2100,88.5,75.9,58.1,74.2,78.4,4.8,71.3,6.0,73.4
Student_1101,2101,95.0,57.0,72.4,94.1,80.6,3.5,82.3,5.7,74.5
Student_1102,2102,56.0,65.7,73.5,82.0,63.5,5.1,66.5,6.1,69.2
Student_1103,2103,100.0,91.2,76.2,59.0,79.1,5.9,77.1,7.8,84.3
Student_1104,2104,83.6,85.6,71.4,73.3,63.7,3.4,86.5,5.9,76.2
Student_1105,2105,96.1,74.2,82.6,71.4,81.6,5.7,60.2,6.8,80.9
Student_1106,2106,74.6,77.9,70.3,74.5,56.7,7.3,73.6,4.6,74.6
Student_1107,2107,91.1,71.5,51.8,85.6,59.5,4.1,41.7,7.7,68.9
Student_1108,2108,74.5,91.3,73.2,78.9,86.2,5.2,80.5,4.7,80.3
Student_1109,2109,78.8,72.6,46.6,79.2,72.5,3.1,99.3,5.6,67.8
Student_1110,2110,100.0,77.8,79.2,93.1,68.1,4.0,51.3,8.8,81.4
Student_1111,2111,83.1,88.8,63.2,73.0,90.7,3.7,68.6,8.8,78.4
Student_1112,2112,87.2,65.7,77.0,98.6,81.3,5.2,83.2,7.6,79.9
Student_1113,2113,93.7,93.7,90.8,73.3,86.7,5.8,70.5,7.4,89.2
Student_1114,2114,90.0,56.6,63.6,80.9,76.3,3.8,72.5,6.2,69.7
Student_1115,2115,86.5,94.6,87.7,77.2,100.0,6.3,64.1,5.8,88.7
Student_1116,2116,88.6,70.5,69.8,81.2,72.0,6.3,63.6,6.5,76.4
Student_1117,2117,100.0,72.1,96.0,84.4,95.4,5.3,68.7,4.7,86.1
Student_1118,2118,84.4,52.3,70.6,84.3,77.4,3.2,70.6,7.4,70.0
Student_1119,2119,87.0,69.5,64.9,72.5,61.5,3.1,52.3,7.1,69.3
Student_1120,2120,95.5,62.5,83.2,68.8,82.8,2.8,69.0,5.6,75.0
Student_1121,2121,96.1,67.7,69.8,100.0,81.1,5.4,93.5,9.4,81.6
Student_1122,2122,96.9,73.4,64.9,75.2,67.5,2.2,63.7,7.9,72.7
Student_1123,2123,91.4,86.5,69.3,87.0,68.8,5.0,51.4,8.0,79.9
Student_1124,2124,73.6,77.5,74.5,63.9,77.8,2.4,67.7,6.3,72.1
Student_1125,2125,100.0,78.7,91.1,77.2,81.5,5.2,59.3,7.0,85.1
Student_1126,2126,73.5,61.9,51.8,78.7,53.3,4.0,49.9,7.9,63.1
Student_1127,2127,88.0,64.4,75.3,84.7,88.5,6.0,72.1,7.2,78.7
Student_1128,2128,77.5,96.6,82.5,52.8,73.1,5.7,59.3,9.4,82.4
Student_1129,2129,84.4,66.2,77.3,81.7,64.7,6.2,60.6,6.7,75.7
Student_1130,2130,88.3,94.9,90.7,68.5,87.4,6.2,72.3,6.2,88.2
Student_1131,2131,88.2,72.1,74.1,83.2,77.8,4.2,47.0,8.0,76.5
Student_1132,2132,89.2,75.0,72.8,69.6,90.2,2.3,43.9,5.1,73.4
Student_1133,2133,100.0,87.8,82.1,71.4,82.4,2.4,80.1,8.4,83.4
Student_1134,2134,89.5,90.3,76.2,77.3,78.0,0.9,41.0,5.0,76.0
Student_1135,2135,82.6,73.7,70.3,69.5,76.5,2.4,55.3,8.0,72.2
Student_1136,2136,94.6,70.3,81.2,75.2,82.8,4.1,43.0,6.0,77.2
Student_1137,2137,96.9,74.3,67.2,68.1,73.9,3.2,62.7,7.7,74.4
Student_1138,2138,72.7,79.1,67.7,61.7,69.5,3.7,76.4,8.4,72.4
Student_1139,2139,91.0,85.7,68.7,90.2,84.1,4.7,71.7,7.2,81.6
Student_1140,2140,92.0,75.1,91.2,67.0,76.6,3.5,100.0,5.2,80.8
Student_1141,2141,82.0,82.4,36.3,78.2,78.3,2.3,86.3,5.7,67.0
Student_1142,2142,98.8,94.7,79.7,87.5,88.9,3.9,56.0,5.9,85.8
Student_1143,2143,83.5,79.6,75.4,73.9,76.9,2.7,52.0,4.2,73.8
Student_1144,2144,86.3,78.7,54.8,71.7,78.2,3.6,100.0,8.7,74.2
Student_1145,2145,83.3,56.8,78.7,82.3,72.0,6.0,85.9,7.2,75.6
Student_1146,2146,85.2,43.4,80.7,91.2,82.3,3.6,78.8,5.3,71.3
Student_1147,2147,74.0,79.7,82.1,68.3,81.5,6.7,71.1,9.2,81.4
Student_1148,2148,70.6,73.9,43.2,78.5,87.0,6.1,74.1,5.9,69.1
Student_1149,2149,100.0,68.8,91.4,62.7,72.2,3.1,47.8,7.4,77.7
Student_1150,2150,76.5,77.9,66.1,76.1,73.4,2.3,72.4,5.8,71.2
Student_1151,2151,75.1,74.3,83.2,80.3,85.9,3.9,71.1,4.0,76.8
Student_1152,2152,63.5,88.5,83.9,71.5,80.5,5.7,56.4,5.0,78.8
Student_1153,2153,78.6,76.0,64.5,75.4,68.9,3.3,61.9,6.3,70.9
Student_1154,2154,71.8,66.0,82.9,65.9,91.1,5.4,92.7,8.3,77.9
Student_1155,2155,100.0,86.9,70.4,80.8,61.0,5.8,68.1,7.5,81.4
Student_1156,2156,95.1,72.4,50.1,90.6,85.8,2.8,100.0,7.2,73.9
Student_1157,2157,78.1,81.3,89.0,69.0,65.3,3.0,43.9,4.0,74.8
Student_1158,2158,100.0,69.3,65.7,73.8,96.9,5.1,62.2,8.9,78.5
Student_1159,2159,94.8,67.2,64.7,85.0,62.6,4.2,46.8,7.3,72.2
Student_1160,2160,81.8,76.0,70.2,92.1,89.5,3.0,51.9,6.8,75.9
Student_1161,2161,60.0,75.2,78.3,65.1,77.2,3.5,57.6,8.7,72.2
Student_1162,2162,100.0,80.8,74.3,78.3,74.3,3.9,74.7,8.9,81.0
Student_1163,2163,71.1,71.8,81.6,82.8,79.9,1.7,74.0,8.7,75.1
Student_1164,2164,68.5,53.0,58.9,79.0,84.3,5.1,59.8,6.6,66.0
Student_1165,2165,95.2,69.8,66.1,55.2,69.0,3.3,36.6,5.5,68.5
Student_1166,2166,100.0,84.5,73.6,85.0,69.8,0.0,92.2,8.5,78.9
Student_1167,2167,98.8,71.4,97.8,95.2,84.5,4.0,65.7,5.0,84.9
Student_1168,2168,90.6,72.0,73.6,81.2,60.9,2.9,53.3,9.9,74.7
Student_1169,2169,90.9,86.8,88.0,69.7,72.2,6.5,74.1,7.0,85.2
Student_1170,2170,93.5,66.5,75.5,74.9,100.0,3.1,73.1,5.4,76.4
Student_1171,2171,92.6,56.5,69.2,97.7,68.3,2.4,65.2,5.2,70.2
Student_1172,2172,87.8,73.1,72.0,89.1,89.5,4.8,72.2,5.1,78.3
Student_1173,2173,86.0,69.2,73.0,86.4,72.1,3.0,52.7,7.2,73.5
Student_1174,2174,84.4,63.4,82.2,83.6,83.1,2.8,81.4,7.0,76.1
Student_1175,2175,77.5,72.9,91.5,73.4,84.5,4.8,55.0,5.1,78.6
Student_1176,2176,82.2,80.9,79.3,78.0,89.3,2.4,60.9,6.5,77.7
Student_1177,2177,68.1,74.9,89.2,79.2,76.0,1.8,79.7,4.9,75.0
Student_1178,2178,84.0,78.7,63.4,85.5,97.9,6.6,88.1,7.9,81.4
Student_1179,2179,75.1,96.8,70.0,95.1,72.1,4.9,93.8,6.9,82.8
Student_1180,2180,74.0,70.9,66.3,91.2,80.3,3.6,85.8,6.4,73.6
Student_1181,2181,86.8,78.3,78.8,65.8,80.5,4.0,65.1,5.1,76.7
Student_1182,2182,98.9,68.9,70.7,82.2,66.8,4.8,46.9,6.5,75.1
Student_1183,2183,94.2,64.8,83.8,87.4,75.1,5.5,91.1,6.4,80.7
Student_1184,2184,69.3,68.0,63.8,86.2,79.6,2.9,90.6,7.5,71.1
Student_1185,2185,75.1,69.3,75.5,73.7,73.7,4.5,59.9,7.3,73.4
Student_1186,2186,94.4,79.3,83.2,100.0,100.0,3.2,83.8,8.2,86.3
Student_1187,2187,75.2,100.0,50.2,67.2,69.6,3.7,65.0,6.3,72.6
Student_1188,2188,82.8,66.4,100.0,69.2,89.8,4.2,92.5,4.2,80.9
Student_1189,2189,90.5,70.0,71.6,82.3,86.6,4.0,62.3,8.5,77.3
Student_1190,2190,75.3,74.2,50.7,100.0,77.9,5.1,99.7,5.6,73.2
Student_1191,2191,86.1,79.7,76.9,71.6,69.3,4.7,81.8,5.3,77.5
Student_1192,2192,71.7,78.2,75.4,77.3,70.3,1.7,97.0,6.9,73.9
Student_1193,2193,79.0,90.4,74.0,90.8,72.8,2.0,63.0,7.5,78.2
Student_1194,2194,88.2,45.9,86.9,79.8,60.1,3.4,76.1,6.2,70.8
Student_1195,2195,69.1,46.4,84.0,76.7,68.0,6.7,55.5,6.2,69.9
Student_1196,2196,89.4,69.0,78.6,85.7,63.2,2.7,82.7,6.4,75.2
Student_1197,2197,84.8,88.2,80.4,82.7,91.5,3.7,83.5,9.1,84.7
Student_1198,2198,90.5,56.2,73.7,90.3,84.2,3.2,100.0,7.0,75.2
Student_1199,2199,87.2,38.9,96.3,92.9,85.9,3.2,77.2,5.5,74.5
Student_1200,2200,98.6,81.9,57.2,83.1,83.9,4.3,80.9,5.6,77.4
Student_1201,2201,86.3,77.9,76.7,82.9,79.7,6.1,62.9,6.6,80.4
Student_1202,2202,80.7,61.9,75.8,82.1,92.6,4.7,78.1,7.4,76.3
Student_1203,2203,86.2,63.2,84.8,84.9,71.9,2.8,64.3,7.7,75.5
Student_1204,2204,90.4,63.4,64.9,80.6,79.1,8.1,71.7,7.2,76.9
Student_1205,2205,85.5,76.3,54.1,80.0,85.5,4.1,72.6,5.7,72.6
Student_1206,2206,85.4,67.5,76.9,92.0,64.8,3.1,64.7,6.4,74.1
Student_1207,2207,78.0,80.9,78.4,95.2,100.0,6.1,70.9,8.1,84.7
Student_1208,2208,78.4,40.7,92.9,64.9,78.3,3.3,64.4,5.3,68.6
Student_1209,2209,71.0,64.7,59.8,80.1,79.4,6.5,64.3,6.3,70.6
Student_1210,2210,100.0,61.5,88.9,73.1,90.6,2.7,86.1,7.9,79.9
Student_1211,2211,72.6,71.9,100.0,76.9,87.1,6.1,72.6,8.3,84.2
Student_1212,2212,78.1,68.5,70.5,84.0,78.4,4.3,75.2,6.7,74.1
Student_1213,2213,77.8,84.6,59.5,86.7,79.3,5.9,48.1,6.4,75.8
Student_1214,2214,93.9,52.7,70.1,78.9,63.0,6.9,76.4,5.0,72.1
Student_1215,2215,82.1,75.5,75.2,60.9,72.4,2.3,78.0,7.8,73.5
Student_1216,2216,97.5,81.7,81.8,70.3,83.2,5.9,64.0,9.0,84.5
Student_1217,2217,78.3,97.3,67.9,89.0,82.4,1.9,100.0,10.0,82.1
Student_1218,2218,87.8,69.2,93.7,52.6,90.2,2.4,35.7,7.6,76.1
Student_1219,2219,76.6,78.9,61.6,91.9,76.8,2.8,81.8,6.9,73.8
Student_1220,2220,100.0,53.4,54.1,85.2,64.1,4.8,80.7,5.6,68.4
Student_1221,2221,73.1,46.3,88.3,93.2,88.6,4.0,78.1,4.2,72.7
Student_1222,2222,88.1,85.1,47.7,78.0,92.4,3.7,72.6,7.3,74.5
Student_1223,2223,91.3,74.9,72.6,59.4,87.0,4.2,78.3,10.0,78.4
Student_1224,2224,89.1,89.1,100.0,84.3,76.4,4.9,83.0,8.9,90.3
Student_1225,2225,83.1,58.5,74.9,92.7,88.4,5.0,59.1,8.7,76.2
Student_1226,2226,83.7,81.2,61.6,89.2,100.0,5.6,74.5,7.4,80.2
Student_1227,2227,85.4,97.4,74.3,73.4,79.2,6.7,67.3,7.5,84.9
Student_1228,2228,83.5,80.0,74.4,80.9,64.9,4.0,53.6,4.0,74.4
Student_1229,2229,94.6,78.3,76.9,74.7,72.1,3.2,80.8,8.1,78.9
Student_1230,2230,100.0,75.1,82.9,71.8,84.3,4.9,61.5,6.1,81.0
Student_1231,2231,79.4,56.1,62.5,89.6,62.0,2.3,47.5,5.9,64.4
Student_1232,2232,71.3,91.3,95.3,68.0,79.7,3.0,61.9,6.5,81.5
Student_1233,2233,84.1,67.7,77.9,71.1,81.8,5.5,58.0,6.5,75.9
Student_1234,2234,100.0,81.1,83.7,69.0,93.4,3.8,85.4,5.9,83.5
Student_1235,2235,77.0,56.2,67.5,65.1,91.1,2.2,72.3,7.0,67.4
Student_1236,2236,100.0,60.8,90.4,81.5,86.6,1.8,90.7,6.2,79.1
Student_1237,2237,100.0,92.2,71.9,91.6,56.4,4.1,60.0,7.2,81.5
Student_1238,2238,79.5,70.8,78.3,78.2,87.2,5.7,83.1,4.8,78.1
Student_1239,2239,90.7,92.4,63.8,64.9,85.1,5.7,100.0,6.7,81.7
Student_1240,2240,100.0,74.1,63.0,88.4,80.6,4.2,75.3,5.4,76.9
Student_1241,2241,81.2,52.9,83.3,96.9,60.7,7.0,82.9,6.0,76.2
Student_1242,2242,83.0,85.7,69.7,73.5,70.2,3.8,80.4,7.2,77.1
Student_1243,2243,79.2,67.9,64.8,75.2,66.3,3.8,48.7,4.6,67.7
Student_1244,2244,74.9,83.4,67.3,85.2,57.8,0.1,78.8,5.8,70.2
Student_1245,2245,78.5,75.3,83.4,96.2,78.0,3.3,74.6,7.9,79.9
Student_1246,2246,72.8,56.5,67.5,74.8,70.0,5.3,66.1,4.9,67.4
Student_1247,2247,85.3,77.0,73.6,66.7,100.0,6.3,56.7,9.7,81.1
Student_1248,2248,77.3,100.0,75.2,86.3,76.3,2.8,80.4,8.8,82.9
Student_1249,2249,87.3,80.9,52.0,88.0,90.9,4.7,55.4,6.3,74.8
Student_1250,2250,69.4,74.3,57.3,80.1,62.3,5.6,100.0,5.8,71.0
Student_1251,2251,88.3,87.9,79.0,74.4,72.7,4.0,71.7,7.3,81.0
Student_1252,2252,93.3,77.5,66.2,89.9,79.0,0.6,51.7,4.8,72.4
Student_1253,2253,65.1,77.5,87.7,85.3,68.9,4.4,62.3,4.0,76.0
Student_1254,2254,88.7,61.9,86.6,72.3,73.8,5.1,65.8,6.3,76.7
Student_1255,2255,97.3,77.8,83.6,80.5,75.8,2.6,100.0,6.8,81.6
Student_1256,2256,72.9,87.4,96.8,66.5,75.7,3.6,56.7,7.1,81.2
Student_1257,2257,100.0,65.0,74.0,86.9,96.6,2.3,68.3,6.1,76.8
Student_1258,2258,89.2,92.1,82.8,77.4,81.8,0.1,61.9,8.9,80.7
Student_1259,2259,77.9,73.9,68.0,75.6,82.8,5.5,77.5,4.8,74.8
Student_1260,2260,84.4,64.3,100.0,79.7,83.4,4.0,62.2,5.3,79.9
Student_1261,2261,90.6,87.0,98.8,80.4,84.1,6.4,52.9,7.7,89.3
Student_1262,2262,85.8,71.6,75.1,88.9,77.2,5.3,67.1,5.3,77.5
Student_1263,2263,90.4,84.1,79.6,85.9,74.8,3.5,65.5,5.2,80.0
Student_1264,2264,75.8,71.5,91.3,78.4,79.7,3.9,61.1,7.2,78.3
Student_1265,2265,86.7,74.3,73.2,87.6,89.6,4.8,61.9,5.4,78.2
Student_1266,2266,70.9,80.9,67.1,84.0,89.3,5.5,87.8,6.8,78.3
Student_1267,2267,83.9,78.5,85.5,75.7,75.6,4.5,65.2,6.0,79.5
Student_1268,2268,76.0,51.1,75.9,78.8,85.7,5.7,53.0,5.7,70.8
Student_1269,2269,77.6,61.5,77.2,78.5,76.1,3.6,63.1,4.0,70.6
Student_1270,2270,97.4,86.2,65.0,85.1,78.3,2.5,70.8,7.2,78.4
Student_1271,2271,95.9,73.4,54.4,76.3,73.3,3.9,50.0,5.1,70.2
Student_1272,2272,91.1,68.7,77.8,76.1,76.2,4.3,94.4,6.7,77.9
Student_1273,2273,74.1,58.7,85.9,99.7,91.4,2.2,83.0,6.2,75.9
Student_1274,2274,81.8,62.0,72.3,89.4,78.9,2.0,91.5,6.7,72.6
Student_1275,2275,97.1,50.7,92.2,72.4,79.4,4.7,75.9,6.8,77.4
Student_1276,2276,86.4,73.8,66.6,85.7,63.5,3.4,38.6,7.3,71.9
Student_1277,2277,100.0,67.8,62.3,81.2,74.9,3.8,93.0,5.9,74.5
Student_1278,2278,88.9,63.4,74.2,83.9,75.6,3.5,57.0,8.9,74.5
Student_1279,2279,86.9,74.2,74.0,81.4,69.7,6.3,58.3,4.2,76.5
Student_1280,2280,81.9,79.4,84.2,91.9,78.2,5.9,72.3,6.7,83.1
Student_1281,2281,86.3,100.0,65.7,83.5,73.7,2.1,90.7,8.3,80.9
Student_1282,2282,83.5,56.9,91.4,79.4,78.8,3.2,85.8,7.7,76.7
Student_1283,2283,92.1,88.9,98.6,90.4,79.2,5.3,83.6,5.5,89.9
Student_1284,2284,94.6,86.7,74.5,82.3,68.4,4.9,65.3,5.8,80.6
Student_1285,2285,77.1,65.7,90.0,81.2,74.0,3.9,65.1,5.5,75.9
Student_1286,2286,71.7,77.4,62.3,83.1,78.8,2.3,75.2,7.9,72.0
Student_1287,2287,66.6,69.5,87.9,79.1,89.8,3.0,68.0,5.9,75.5
Student_1288,2288,90.1,77.2,87.6,80.1,80.6,3.2,83.3,7.4,81.9
Student_1289,2289,74.0,93.1,85.4,74.1,71.4,4.4,82.5,7.4,82.5
Student_1290,2290,63.5,82.3,74.8,72.5,82.0,6.6,78.9,10.0,79.7
Student_1291,2291,88.9,81.1,39.5,70.0,95.1,3.0,32.1,7.5,68.3
Student_1292,2292,100.0,69.8,67.3,66.1,87.2,2.5,71.9,5.8,73.6
Student_1293,2293,84.9,57.2,67.5,71.2,83.5,3.8,68.4,4.8,69.0
Student_1294,2294,93.4,72.5,63.3,78.3,85.3,5.5,72.5,6.6,76.8
Student_1295,2295,85.8,89.5,76.5,81.0,92.4,1.8,58.7,6.8,79.8
Student_1296,2296,84.0,56.7,70.0,77.3,88.8,6.2,50.1,4.0,71.6
Student_1297,2297,94.2,62.3,65.1,56.4,83.7,3.7,76.9,5.9,70.5
Student_1298,2298,82.1,76.5,62.3,95.7,88.7,2.9,64.7,7.4,75.3
Student_1299,2299,87.7,63.2,66.4,90.9,67.2,1.6,78.6,6.2,70.0
Student_1300,2300,88.2,65.5,88.5,84.5,63.0,5.1,59.9,8.5,78.9
Student_1301,2301,78.3,69.9,67.1,99.1,79.6,3.7,91.2,4.7,74.4
Student_1302,2302,94.9,58.6,68.8,70.2,78.7,4.3,85.0,8.0,73.6
Student_1303,2303,83.3,63.3,69.5,98.9,72.6,2.6,74.5,8.4,73.3
Student_1304,2304,77.4,83.4,79.1,70.3,86.3,3.5,66.8,8.4,79.0
Student_1305,2305,90.4,59.3,80.5,82.4,59.4,3.3,82.8,4.7,72.4
Student_1306,2306,76.0,55.8,38.5,67.3,72.7,3.8,75.9,7.5,60.3
Student_1307,2307,85.3,67.4,87.3,80.1,73.2,3.0,73.6,6.0,76.5
Student_1308,2308,84.9,83.8,92.2,83.9,61.6,1.7,85.6,4.9,79.7
Student_1309,2309,95.9,72.6,62.4,78.5,92.9,8.1,91.4,6.4,81.1
Student_1310,2310,89.7,69.4,63.3,87.1,64.4,2.0,51.2,5.6,69.1
Student_1311,2311,84.7,75.5,69.6,81.0,72.1,4.3,54.2,8.4,75.5
Student_1312,2312,93.2,54.1,65.9,74.8,87.1,1.3,58.3,7.8,68.3
Student_1313,2313,98.9,80.9,77.7,74.3,84.5,1.0,47.5,5.3,76.4
Student_1314,2314,90.6,79.6,51.6,88.1,66.9,4.1,69.1,5.9,72.4
Student_1315,2315,85.1,70.1,61.6,73.5,84.8,4.3,79.0,6.4,73.0
Student_1316,2316,71.9,87.1,93.5,89.2,80.9,5.9,69.7,6.9,85.7
Student_1317,2317,74.3,61.5,63.9,92.2,100.0,4.6,62.0,8.5,73.6
Student_1318,2318,81.9,88.5,89.9,63.3,82.0,3.8,86.9,8.0,83.5
Student_1319,2319,78.9,76.9,79.3,91.3,76.6,2.6,72.1,7.1,77.5
Student_1320,2320,83.1,71.0,53.3,100.0,69.4,6.2,75.1,6.6,73.7
Student_1321,2321,85.6,74.8,82.6,82.5,70.6,5.4,87.3,4.3,79.4
Student_1322,2322,90.3,73.7,73.6,86.0,69.7,2.1,68.2,8.9,75.8
Student_1323,2323,84.3,89.6,69.5,90.4,91.7,4.1,100.0,6.3,82.9
Student_1324,2324,89.9,62.1,77.9,77.2,78.2,4.2,63.3,9.3,76.0
Student_1325,2325,85.6,65.8,80.7,81.8,83.7,3.5,100.0,7.3,78.2
Student_1326,2326,65.2,87.4,83.5,66.9,93.1,5.2,55.4,10.0,81.4
Student_1327,2327,75.6,67.9,89.1,81.4,54.4,5.2,77.8,7.9,77.2
Student_1328,2328,83.6,85.8,79.9,85.0,90.8,3.7,60.4,4.9,80.8
Student_1329,2329,72.9,95.4,58.5,85.2,78.6,3.6,86.8,6.1,76.7
Student_1330,2330,91.0,70.2,69.3,90.7,82.4,6.2,62.8,6.7,78.5
Student_1331,2331,100.0,83.2,100.0,72.3,69.7,5.4,74.4,5.7,87.0
Student_1332,2332,97.2,61.2,83.7,74.7,70.4,4.1,60.2,6.4,75.7
Student_1333,2333,82.9,84.1,100.0,99.0,82.9,1.6,84.1,4.9,84.9
Student_1334,2334,99.9,77.4,91.7,78.5,100.0,4.5,60.2,7.0,86.2
Student_1335,2335,86.5,80.7,77.9,82.0,88.0,5.0,95.3,7.4,83.1
Student_1336,2336,81.6,67.3,78.6,79.3,90.7,0.0,55.1,5.5,71.2
Student_1337,2337,78.9,55.1,74.6,71.8,76.1,4.4,49.8,9.9,70.9
Student_1338,2338,82.0,81.0,54.1,96.2,72.0,3.4,84.3,7.1,74.1
Student_1339,2339,81.1,50.2,75.2,74.7,70.2,3.7,61.1,5.8,67.7
Student_1340,2340,86.7,71.2,89.5,68.7,73.1,2.6,69.9,4.6,75.9
Student_1341,2341,86.6,86.3,67.8,75.5,57.5,3.8,65.2,7.1,75.4
Student_1342,2342,85.0,77.3,79.9,60.0,70.8,6.1,50.3,6.6,77.0
Student_1343,2343,89.4,98.4,85.2,73.5,72.4,3.3,68.8,8.2,84.7
Student_1344,2344,96.9,87.3,64.1,70.3,76.2,5.4,89.0,6.8,80.3
Student_1345,2345,94.5,67.2,69.6,86.2,79.3,2.8,85.0,5.2,74.7
Student_1346,2346,70.2,75.3,62.8,73.3,81.6,5.1,73.5,9.5,74.1
Student_1347,2347,59.5,74.4,65.1,88.9,77.9,4.0,86.7,7.7,72.6
Student_1348,2348,94.3,56.0,59.5,94.0,72.2,4.5,54.1,6.6,70.1
Student_1349,2349,71.3,63.7,64.2,87.8,58.4,4.0,65.1,7.2,68.1
Student_1350,2350,82.8,68.3,92.0,77.8,72.2,5.0,75.9,7.7,80.1
Student_1351,2351,73.3,50.6,64.0,81.4,68.3,0.1,68.0,4.9,60.6
Student_1352,2352,67.0,75.6,76.5,64.8,82.7,1.9,66.3,7.2,71.6
Student_1353,2353,90.4,72.0,69.0,78.7,87.1,4.6,52.0,6.3,75.7
Student_1354,2354,92.6,54.9,89.1,71.4,87.4,0.9,38.8,7.8,72.5
Student_1355,2355,79.2,79.9,90.7,86.9,85.6,3.2,82.3,5.9,82.0
Student_1356,2356,59.1,83.6,85.4,100.0,76.7,3.9,73.6,6.1,79.3
Student_1357,2357,79.5,77.7,78.7,85.0,72.8,2.8,83.5,9.5,78.4
Student_1358,2358,88.9,71.1,72.2,60.1,70.5,3.0,63.4,8.8,72.8
Student_1359,2359,70.2,82.1,60.7,76.4,62.9,4.4,59.3,4.0,69.4
Student_1360,2360,86.8,83.2,98.3,81.2,87.9,5.5,70.1,8.7,88.6
Student_1361,2361,84.8,78.7,65.9,80.9,76.3,2.6,82.8,6.9,74.8
Student_1362,2362,90.8,65.1,83.0,72.7,65.5,3.1,66.5,5.9,73.8
Student_1363,2363,86.2,78.3,87.7,82.5,69.7,2.9,82.0,5.5,79.4
Student_1364,2364,75.3,89.3,68.3,67.6,69.3,0.4,54.9,5.6,70.3
Student_1365,2365,97.0,67.8,87.5,70.6,78.4,4.2,67.6,6.0,78.8
Student_1366,2366,83.4,100.0,84.2,86.5,88.7,5.4,68.9,5.3,87.6
Student_1367,2367,84.7,68.7,95.7,69.8,74.5,5.5,88.4,5.0,80.6
Student_1368,2368,75.7,75.4,69.4,85.4,55.5,2.7,73.1,5.4,70.7
Student_1369,2369,80.6,66.9,59.6,66.3,76.1,2.1,96.2,7.5,68.6
Student_1370,2370,76.2,77.7,68.9,97.6,76.4,4.0,49.8,7.1,75.5
Student_1371,2371,83.3,54.1,77.5,72.3,75.8,5.2,71.9,7.8,72.9
Student_1372,2372,100.0,68.4,75.7,77.8,71.7,4.2,72.7,6.9,77.2
Student_1373,2373,71.3,61.9,70.3,83.3,80.2,4.4,79.3,5.0,70.9
Student_1374,2374,68.9,76.6,52.1,74.3,78.7,5.7,57.8,7.7,70.3
